許可證字號,中文品名,英文品名,形狀,特殊劑型,顏色,特殊氣味,刻痕,外觀尺寸,標註一,標註二,外觀圖檔連結
"衛署藥製字第039597號","""瑞士""瑞丹錠２毫克（耑和費定）","SWITANE TABLET 2MG""SWISS"" (TRIHEXYPHENIDYL)","圓形","","白","","直線","8","SWISS 2","","https://mcp.fda.gov.tw/insert/shapeImg/28af2c30-c5ab-49ea-a72b-543a5afb02db?c=o"
"衛署藥製字第039615號","""十全""喜佳胃錠400毫克(希美替定)。","CIMETIDINE TABLETS 400MG ""S.C.""","圓形","","綠","","直線","11.5","SC","","https://mcp.fda.gov.tw/insert/shapeImg/3adc3990-df4e-48b8-abb7-644c07f55438?c=o"
"衛署藥製字第039621號","""井田""痛可止加強錠","TOZY EXTRA TABLETS ""CHINTENG""","橢圓形","","白","","直線","18","CHINTENG","","https://mcp.fda.gov.tw/insert/shapeImg/ab5b5628-e446-4377-b098-b25aa77533a5?c=o"
"衛署藥製字第039658號","""約克""骨樂舒膠囊250毫克","GLUCO CAPSULES 250MG ""Y.K.""","膠囊","","紅;;;白","","無","19","","","https://mcp.fda.gov.tw/insert/shapeImg/df1a7938-6c62-448b-8279-aa2a12466a88?c=o"
"衛署藥製字第039662號","""國嘉""可朗膜衣錠２００毫克（異布洛芬）","KELANG F.C. TABLETS 200MG ( IBUPROFEN ) ""KOJAR""","圓形","","橘","","無","10","","","https://mcp.fda.gov.tw/insert/shapeImg/1dc07c08-99c5-4553-9389-065d3a0131c1?c=o"
"衛署藥製字第039683號","""仙台"" 喜美淨錠２００公絲（希每得定）","CIMETIN TABLETS 200MG (CIMETIDINE) ""SENTAI""","圓形","","白","","直線","9","ST","","https://mcp.fda.gov.tw/insert/shapeImg/d273d674-73ee-424d-b04f-bf619587f01a?c=o"
"衛署藥製字第039688號","""永勝""特釋敏錠４毫克（溴敏）","DIMETINE TABLETS 4MG (BROMPHENIRAMINE) ""EVEREST""","圓形","","黃","","直線","7","","","https://mcp.fda.gov.tw/insert/shapeImg/bf61116c-c4e1-445b-b302-bbe94505571a?c=o"
"衛署藥製字第039692號","""國嘉""衛舒膜衣錠200毫克（舒林達酸）","WEISU F.C. TABLETS 200MG (SULINDAC) ""KOJAR""","六邊形","","黃","","直線","11","KJ","","https://mcp.fda.gov.tw/insert/shapeImg/ae192262-bcc0-41b1-867d-e80da8aef757?c=o"
"衛署藥製字第039701號","""杏輝""樂多糖漿666毫克/毫升（拉特樂斯）","LACTUL SYRUP 666MG/ML (LACTULOSE) ""SINPHAR""","液劑(包含糖漿用粉劑)","","黃","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/ceb4b940-113c-42cc-9e6e-eeda88685dd6_img_1?c=o"
"衛署藥製字第039703號","“杏輝”壓血泰膜衣錠２００毫克（拉貝他樂）","LABTAL F.C. TABLETS 200MG ""SINPHAR"" (LABETALOL)","圓形","","橘","","直線","10","SINPHAR","","https://mcp.fda.gov.tw/insert/shapeImg/80537390-e973-432a-83d7-d28afa9f8dc7_img_1?c=o"
"衛署藥製字第039718號","""十全"" 得克芬腸溶膜衣錠５０毫克（二克氯吩鈉）","DICLOFENAC SODIUM ENTERIC F.C. TABLETS ""S.C.""","圓形","","橘","","無","7.5","","","https://mcp.fda.gov.tw/insert/shapeImg/8c72cb31-f75e-46aa-8074-7613ce9f3419?c=o"
"衛署藥製字第039725號","""十全""美可寶膠囊0.5毫克(甲鈷胺明)","MECOBALAMINE CAPSULE 0.5MG ""S.C.""","膠囊","","紅;;;紅","","無","17.5","Shou","Chan","https://mcp.fda.gov.tw/insert/shapeImg/fc2a9431-2244-44a1-8d37-c157f5704f26?c=o"
"衛署藥製字第039769號","瑞平膠囊２５毫克（慮平）","ROSUP CAPSULES 25MG ""SWISS"" (LOXAPINE)","膠囊","","綠;;;綠","","無","18","R06","","https://mcp.fda.gov.tw/insert/shapeImg/ae8ab160-cdc3-41a4-93e0-119458249e2f?c=o"
"衛署藥製字第039772號","非潰膜衣錠40毫克(啡莫替定)","VOKER FILM COATES TABLETS 40MG (FAMOTIDINE)","圓形","","橘","","直線","11.5","","","https://mcp.fda.gov.tw/insert/shapeImg/520e2b8d-0efb-41b6-b4a5-3d71830cf073?c=o"
"衛署藥製字第039778號","怡必隆錠１０毫克","Sepirone Tablets 10MG","四邊形","","白","","直線","10.4","SYG","10","https://mcp.fda.gov.tw/insert/shapeImg/c868fae2-ee86-4bf4-acbb-79babc783beb?c=o"
"衛署藥製字第039779號","""葡萄王""夜夜寧膠囊５０毫克（鹽酸二苯安明）","""GRAPE"" NICE NIGHT CAPSULES 50MG","膠囊","","橘;;;透明","","無","21","GKI 02","","https://mcp.fda.gov.tw/insert/shapeImg/74002d22-3fe2-4f2d-8902-91f9f78bc7ea?c=o"
"衛署藥製字第039788號","""華興""伊佳麗錠60毫克","EGOLDER TABLETS 60mg ""H.S.""","圓形","","白","","直線","9","HS","P 6","https://mcp.fda.gov.tw/insert/shapeImg/35a4eb59-fd76-4042-b851-c34a5dab9dcc?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/388a2e98-c468-46ad-9a9a-b82548f490ad_img_1?c=o"
"衛署藥製字第039790號","""衛達""免痛錠１００公絲（本補麻隆）","BENRONE TABLETS 100MG ""WEIDAR"" (BENZBROMARONE)","圓形","","白","","直線","9.5","BR 100","WD","https://mcp.fda.gov.tw/insert/shapeImg/c92b127d-1c3c-4285-8a06-d81e0f97f8ff?c=o"
"衛署藥製字第039794號","潰滿定膜衣錠２０公絲（啡莫替定）","QUIMADINE F.C. TABLETS 20MG (FAMOTIDINE)","圓形","","白","","無","8.0","CCP","E88","https://mcp.fda.gov.tw/insert/shapeImg/247b5313-d1df-4a4f-b28c-f9b3b7c46f45?c=o"
"衛署藥製字第039804號","""井田"" 涕可止膠囊","TICOS CAPSULES ""CHINTENG""","膠囊","","綠;;;白","","無","18","","","https://mcp.fda.gov.tw/insert/shapeImg/87d90f8b-0c58-4da1-bdff-b3b1a7939321_img_1?c=o"
"衛署藥製字第039819號","""井田"" 歐殺菌膜衣錠200毫克 (歐弗洒欣)","OXACIN F.C. TABLETS 200MG (OFLOXACIN) ""CHINTENG""","圓形","","白","","無","9","","","https://mcp.fda.gov.tw/insert/shapeImg/431497a5-1c1b-406f-9564-1c38fa78b156?c=o"
"衛署藥製字第039822號","益斯得錠２毫克","ESTRADE TABLETS 2MG","圓形","","白","","直線","6.5","SYN 2","","https://mcp.fda.gov.tw/insert/shapeImg/ff858e8c-62ac-441c-b98b-7ae86a6f5531?c=o"
"衛署藥製字第039831號","""仙台"" 敵克炎錠５０毫克（待克菲那）","DICOREN TABLETS 50MG (DICLOFENAC) ""SENTAI""","圓形","","白","","直線","10","ST","","https://mcp.fda.gov.tw/insert/shapeImg/26e36324-7913-4007-90c8-6b540948c122?c=o"
"衛署藥製字第039843號","""瑞士""瑞娜寧膜衣錠100毫克","SWINORIN F.C. TABLETS 100MG ""SWISS""(ATENOLOL)","圓形","","白","","直線","11","","","https://mcp.fda.gov.tw/insert/shapeImg/cb6737c6-118d-4386-8635-c0b947618567?c=o"
"衛署藥製字第039851號","肌鬆膠囊","CYMA CAPSULE ""CHINTENG""","膠囊","","黑;;;黃","","無","22","CTP A17","","https://mcp.fda.gov.tw/insert/shapeImg/e66e1a20-aa83-49c3-af99-bd3210012dc5?c=o"
"衛署藥製字第039871號","""井田""克酸痛錠２００公絲（舒林達酸）","KENTON TABLETS 200MG (SULINDAC) ""CHINTENG""","圓形","","橘","","直線","9","INADA GMP","","https://mcp.fda.gov.tw/insert/shapeImg/d78a6281-4c8c-4c5c-8acd-d9026e73efca_img_1?c=o"
"衛署藥製字第039880號","""南光"" 舒必通粉劑","SPEEDON POWDER ""N.K."" (LACTITOL)","顆粒劑、粉劑或散劑","","白","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/464ce421-5b85-4fb4-b027-ca513d5fe7eb?c=o"
"衛署藥製字第039893號","""福元""伊普錠400毫克","IBUPROFEN TABLETS 400MG ""F.Y""","圓形","","橘","","直線","11","FF","","https://mcp.fda.gov.tw/insert/shapeImg/f4ff7d06-532f-4ff3-ace3-ee11837cd29b?c=o"
"衛署藥製字第039932號","""華興"" 樂敏定錠１０公絲（樂雷塔定）","LOMIDINE TABLETS 10MG (LORATADINE) ""H.S.""","橢圓形","","白","","直線","8","","","https://mcp.fda.gov.tw/insert/shapeImg/ec44a2bb-da2c-49e2-8bcc-0a08a96ad55a_img_1?c=o"
"衛署藥製字第039970號","秘舒通腸溶錠５毫克（秘可舒）","BISATON E.C. TABLETS 5MG (BISACODYL) ""EVEREST""","圓形","","橘","","無","6","","","https://mcp.fda.gov.tw/insert/shapeImg/c9fca15b-bcc6-4e75-aa8c-41273a881121?c=o"
"衛署藥製字第039974號","""信東"" 樂壓錠５公絲（伊那拉普利）","SINTEC TABLETS 5MG (ENALAPRIL)""S.T.""","四邊形","","白","","直線","8","ST","","https://mcp.fda.gov.tw/insert/shapeImg/1c8260d8-9bab-466e-8c3b-d6c0ce2e46c0?c=o"
"衛署藥製字第040038號","""中化"" 享寧膜衣錠９.６毫克（銀杏葉類黃酮配醣體）","SCHNIN F.C.TABLETS 9.6MG (GINKGOFLAVON GLYCOSIDE)","圓形","","黃","","無","9.0","","","https://mcp.fda.gov.tw/insert/shapeImg/dc8fcca3-9002-44c4-a234-ff19c6d0ebcc?c=o"
"衛署藥製字第040042號","能淤奇朗糖衣錠１０毫克","NEUQUINON S.C. TABLETS 10 MG","圓形","","橘","","無","8","","","https://mcp.fda.gov.tw/insert/shapeImg/9c8c26ba-8a7b-4ef3-86c2-b06a3df3b70b?c=o"
"衛署藥製字第040047號","""十全"" 得利糖錠５００毫克(二甲二脈)","BENTOMIN TABLETS 500MG ""S.C."" (METFORMIN)","橢圓形","","白","","直線","17","MF 1","","https://mcp.fda.gov.tw/insert/shapeImg/41e8cbd9-3048-4e3d-88c1-9d2bff4e176f?c=o"
"衛署藥製字第040049號","雅寧錠","AIRMIT TABLETS","圓形","","白","","無","9","","","https://mcp.fda.gov.tw/insert/shapeImg/2b999830-c599-43fe-ba52-941c4e914b97?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/d62c4761-fb2c-461d-8827-9cd3365bd930_img_1?c=o"
"衛署藥製字第040050號","維他肝膠囊","VITAGEN CAPSULES","膠囊","","棕;;;橘","","無","17.8","","","https://mcp.fda.gov.tw/insert/shapeImg/fd8e5c67-e6a0-4ab0-a2c1-6210a57fe83b?c=o"
"衛署藥製字第040066號","""永勝"" 舒喉口含錠","SULON TROCHES ""EVEREST""","圓形","","橘","","無","17","EVEREST T","","https://mcp.fda.gov.tw/insert/shapeImg/6af93ade-53d5-4340-a84e-36c432683861?c=o"
"衛署藥製字第040090號","敵疱治錠２００公絲（艾賽可威）","ACYLETE TABLETS 200 MG (ACYCLOVIR)","六邊形","","藍","","直線","12.2","CCP","","https://mcp.fda.gov.tw/insert/shapeImg/d6210274-ef2c-4e4c-9753-070f84351f69?c=o"
"衛署藥製字第040106號","欣律錠100毫克","SYNORID TABLETS 100MG","圓形","","白","","直線","9","SYNORID SYG","","https://mcp.fda.gov.tw/insert/shapeImg/c47c59dc-5ecd-4149-8ba6-30a8b1c62b59?c=o"
"衛署藥製字第040119號","""十全"" 得利糖錠８５０公絲（二甲二脈）","BENTOMIN TABLETS 850MG ""S.C."" (METFORMIN)","四邊形","","白","","直線","17","SC B06","","https://mcp.fda.gov.tw/insert/shapeImg/b6b992c4-37e5-4ef6-95c1-07f15c80f2c5?c=o"
"衛署藥製字第040123號","""十全""喘必寧錠２．５公絲（硫酸特必林）","TERBELINE TABLETS 2.5MG (TERBUTALINE SULFATE)""S.C.""","圓形","","白","","直線","6.2","Y","","https://mcp.fda.gov.tw/insert/shapeImg/d7d145ef-63ee-4e73-a321-c4d4ba35a4b1?c=o"
"衛署藥製字第040130號","力停疼錠５００毫克（乙醯胺酚）","TINTEN TABLETS 500MG (ACETAMINOPHEN)","四邊形","","白","","直線","17.3","CCP","D27 D27","https://mcp.fda.gov.tw/insert/shapeImg/23e0334b-982a-4a60-bfd3-8b111754a87e?c=o"
"衛署藥製字第040131號","""優良""愛克痰顆粒","""UHC"" Actein Granules","顆粒劑、粉劑或散劑;;;顆粒劑、粉劑或散劑;;;顆粒劑、粉劑或散劑;;;顆粒劑、粉劑或散劑","","紫;;;橘;;;紫;;;橘","","無;;;無;;;無;;;無","","","","https://mcp.fda.gov.tw/insert/shapeImg/0432c81a-8755-4f9d-8dda-317ef619e330?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/1ef84105-a3aa-43e7-9632-7d7a47f5fa38?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/877f1448-3a84-4c11-a1ba-a2c4fc708626?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/ae78051e-c6f5-40d5-824d-55014ef7993f?c=o"
"衛署藥製字第040134號","怡必隆錠5毫克","Sepirone Tablets 5mg","圓形","","白","","直線","6.5","SPR 5","","https://mcp.fda.gov.tw/insert/shapeImg/2a4e7212-65c1-483b-bb87-e1512d98c718?c=o"
"衛署藥製字第040148號","""政德"" 復爾靜錠２公絲（氟耐妥眠）","FLUZEPAM TABLETS 2MG (FLUNITRAZEPAM)","圓形","","白","","直線","8.10","GP","257","https://mcp.fda.gov.tw/insert/shapeImg/577395f2-535c-465d-9a31-9487b22a067a?c=o"
"衛署藥製字第040152號","""威勝"" 斯邁爾錠50毫克","HOMAGYL TABLETS 50MG ""W.S.""","圓形","","白","","直線","8","W S","","https://mcp.fda.gov.tw/insert/shapeImg/34a2577b-388f-44ce-866f-e195f41cc22b?c=o"
"衛署藥製字第040163號","""威勝""鳳梨酵素腸溶膜衣錠５０毫克","HOMELAIN ENTERIC F.C. TABLETS 50MG ""W.S.""","圓形;;;圓形","","綠;;;橘","","無;;;無","8;;;8","","","https://mcp.fda.gov.tw/insert/shapeImg/1126fcc4-eecd-4c28-b2a0-f1aeaee001d3_img_1?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/6b8d2ca7-e487-4229-bcab-adc5aa2e8b63?c=o"
"衛署藥製字第040168號","""井田""心達樂軟膠囊１０毫克（尼菲迪平）","SIDALAT SOFT CAPSULES 10MG ""CHINTENG""(NIFEDIPINE)","膠囊","","橘","","無","21","","","https://mcp.fda.gov.tw/insert/shapeImg/fed1ff82-4c0c-4f79-aae0-85493467e675_img_1?c=o"
"衛署藥製字第040171號","治暈錠２５公絲（待芬尼朵）","CEFADOR TABLETS . 25MG (DIPHENIDOL) ""SENTAI""","圓形","","白","","直線","8","STP 102","","https://mcp.fda.gov.tw/insert/shapeImg/566daafe-6cdf-4b09-892a-b7a2d719b847?c=o"
"衛署藥製字第040174號","""正和""袪酸利膠囊１００公絲（本補麻隆）","BENZRO CAPSULES ""C.H.""","膠囊","","藍;;;黃","","無","19","CH54","","https://mcp.fda.gov.tw/insert/shapeImg/bd28ac14-b69a-4261-b5d2-3a21160ff74d?c=o"
"衛署藥製字第040175號","""福元"" 來縮酵素錠９０毫克","LYSOZYME CHLORIDE TABLETS 90MG ""F.Y.""","四邊形","","白","","直線","12","FY T101","","https://mcp.fda.gov.tw/insert/shapeImg/2900680a-66ba-48e7-aa35-9b822819748f?c=o"
"衛署藥製字第040202號","普那寧加強錠","PUNAOLIN EXTRA TABLETS","橢圓形","","白","","無","19","PUNAOLIN","HS 52","https://mcp.fda.gov.tw/insert/shapeImg/49146ede-13bc-42d5-bf6a-6d998bad97f2?c=o"
"衛署藥製字第040206號","非潰膜衣錠２０公絲（啡莫替定）","VOKER FILM COATED TABLETS 20MG (FAMOTIDINE)","四邊形","","橘","","無","7.1","YSP","127","https://mcp.fda.gov.tw/insert/shapeImg/bb81c076-707c-4fc4-bb6c-ad59d0302ac9?c=o"
"衛署藥製字第040232號","""國嘉""嘉康錠","JIACANG TABLETS","圓形","","白","","直線","12","KOJAR KOJAR","","https://mcp.fda.gov.tw/insert/shapeImg/7b715bc9-546a-42e4-a6ba-4ccf1b9e9822?c=o"
"衛署藥製字第040298號","艾利循膜衣錠40毫克","GUANXIN GINKGO BILOBA F.C. TABLETS 40MG","圓形","","綠","","無","12","ST 070","","https://mcp.fda.gov.tw/insert/shapeImg/fd9433e4-1639-45e1-a681-0d57e53474e5?c=o"
"衛署藥製字第040301號","""杏輝"" 金貝骨素膠囊２５０毫克（硫酸葡萄糖胺）","GOLD-OSSA CAPSULES 250MG ""SINPHAR"" (GLUCOSAMINE SULFATE)","膠囊","","紅;;;黃","","無","20","SP383","","https://mcp.fda.gov.tw/insert/shapeImg/fd4751ea-1a46-4543-9d0c-0ec28c72a3e4_img_1?c=o"
"衛署藥製字第040309號","維康保肝膠囊","WECAM PROCAM CAPSULES","膠囊","","棕;;;棕","","無","19","Wecam Procam","","https://mcp.fda.gov.tw/insert/shapeImg/71262dc7-3879-44c4-9171-6e81e9c575f7?c=o"
"衛署藥製字第040334號","""漁人"" 骨活醇軟膠囊０．５微克（維生素Ｄ３）","MACALOL SOFT CAPSULES 0.5UG ""F.M.""(CALCITRIOL)","橢圓形","","粉","","無","11","","","https://mcp.fda.gov.tw/insert/shapeImg/ae9eded3-0649-4d66-9794-b38887d58180?c=o"
"衛署藥製字第040351號","""瑞士"" 快便膜衣錠12毫克(番瀉甘)","SENA D.C. TABLETS 12MG ""SWISS"" (SENNOSIDE)","圓形","","棕","","無","8","SE","","https://mcp.fda.gov.tw/insert/shapeImg/00cf5af4-062e-4592-b683-7ce3ad481ed1?c=o"
"衛署藥製字第040421號","""仙台""布達通錠２００公絲（福來沃賽）","BLADATON TABLETS 200MG (FLAVOXATE) ""SENTAI""","圓形","","黃","","直線","9","ST","","https://mcp.fda.gov.tw/insert/shapeImg/fa0271a3-d636-46ca-8693-2a66d4d2ba9d?c=o"
"衛署藥製字第040429號","""衛達""速倍樂膜衣錠250毫克","SUPEROCIN F.C. TABLETS 250MG ""WEIDAR""","圓形","","白","","直線","11","SP WD","","https://mcp.fda.gov.tw/insert/shapeImg/11f0d81c-20ba-4c47-9c3b-f92737a403cd?c=o"
"衛署藥製字第040523號","""杏輝""杏緩妥錠100公絲（鹽酸查諾頓）","CIRZODONE TABLET 100MG ""SINPHAR"" (TRAZODONE HYDROCHLORIDE)","圓形","","橘","","直線","12","SP 359","","https://mcp.fda.gov.tw/insert/shapeImg/139a7777-dd67-4c93-83ab-2a7aa87846d4_img_1?c=o"
"衛署藥製字第040536號","""瑞士"" 伊普錠４００毫克","IBUPROFEN TABLETS 400MG ""SWISS""","圓形","","白","","無","12","","","https://mcp.fda.gov.tw/insert/shapeImg/b248433d-5dbb-435b-94c9-b94db46ef384?c=o"
"衛署藥製字第040544號","""瑞士"" 可必安膜衣錠２５毫克（可洛米普明）","CLOPRAN F.C.TABLETS 25MG (CLOMIPRAMINE)","圓形","","白","","無","6","","","https://mcp.fda.gov.tw/insert/shapeImg/9b41a599-5ae2-45e4-8f69-280c41d3cc3c?c=o"
"衛署藥製字第040545號","""瑞士""舒神膜衣錠２００毫克（斯比樂）","SUSINE F.C.TABLETS 200MG ""SWISS""(SULPIRIDE)","圓形","","白","","無","9","SSF","","https://mcp.fda.gov.tw/insert/shapeImg/9a3a9223-cbb6-46d8-8418-4cd121b320cf?c=o"
"衛署藥製字第040568號","“元宙”銀杏寧膜衣錠４０毫克","GINGONIN F.C. TABLETS 40MG (GINKGOFLAVONGLYCOSIDES)""Y.C.""","圓形","","黃","","無","9","","","https://mcp.fda.gov.tw/insert/shapeImg/8d6cfffe-e331-41c2-af0b-5aab5182b571_img_1?c=o"
"衛署藥製字第040574號","""約克"" 普樂痛加強錠","PROTON FORTE TABLETS ""Y.K.""","橢圓形","","白","","無","18","NPZ750","","https://mcp.fda.gov.tw/insert/shapeImg/4d296b8f-1608-4dd2-b1cd-a6ed89b860b5?c=o"
"衛署藥製字第040615號","“約克”肌宜樂腸溶膜衣錠75毫克","CHILON E.F.C. TABLETS 75MG ""Y.K.""","圓形","","橘","","無","8","","","https://mcp.fda.gov.tw/insert/shapeImg/49920bae-9f93-4bbf-90ec-c910a9b20eac?c=o"
"衛署藥製字第040639號","""永吉""益心膠囊１０公絲（悠卡諾）","ERCIN CAPSULES 10MG (UBIDECARENONE) ""YUNG CHI""","膠囊","","綠;;;白","","無","14","","","https://mcp.fda.gov.tw/insert/shapeImg/5f4031d1-41f9-40f1-a469-a453fd5fb823?c=o"
"衛署藥製字第040649號","腸倍平錠１３５毫克（鹽酸美比非寧）","MEBERINE TABLETS 135MG (MEBEVERINE HCl) ""Y.C.""","圓形","","白","","直線","7","S","","https://mcp.fda.gov.tw/insert/shapeImg/edeb15b2-48f4-4064-bfbc-c0cf4ae9d782_img_1?c=o"
"衛署藥製字第040653號","伊使得康糖衣錠200毫克(芬普罷美)","Extacol S.C. Tablet 200mg(Phenprobamate)","圓形","","黃","","無","10","","","https://mcp.fda.gov.tw/insert/shapeImg/99fd975f-61d4-46e4-a899-d5993a96a926?c=o"
"衛署藥製字第040680號","優心膜衣錠２５公絲","CARDIOLITE FILM COATED TABLETS 25MG (ATENOLOL)","圓形","","白","","無","","TBP 23","25",""
"衛署藥製字第040685號","""羅得""克炎平腸溶錠５０毫克（二克氯吩鈉）","COYENPIN E.C.TABLETS 50MG ""ROOT"" (DICLOFENAC SODIUM)","四邊形","","橘","","直線","11","","","https://mcp.fda.gov.tw/insert/shapeImg/73b38444-2f4e-45a0-8bcf-099303e8ae1f?c=o"
"衛署藥製字第040686號","""華興"" 待可芬腸溶微粒膠囊50毫克（二克氯吩鈉）","DICLOFEN ENTERIC-MICRO-ENCAPSULED CAPSULES 50MG (DICLOFENAC SODIUM) ""H.S.""","膠囊","","黃;;;透明","","無","15","DFC","EMP","https://mcp.fda.gov.tw/insert/shapeImg/2c01c022-a72f-44e7-bba8-a1adcee22a9c?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/f8c6096b-7f88-4632-8d83-6bd62ff76bb5_img_1?c=o"
"衛署藥製字第040688號","""培力"" 培骨力膠囊２５０毫克（硫酸固可沙明）","PEITIL CAPSULES 250MG ""P.L.""(GLUCOSAMINE SULFATE)","膠囊","","紅;;;白","","無","19","Peili C04","","https://mcp.fda.gov.tw/insert/shapeImg/22a2b8a2-6374-44ed-af85-92cd0582cb31?c=o"
"衛署藥製字第040698號","""肺益清""止痛加強錠","""FE YI CHIN"" Aceta Plus Tablets","四邊形","","黃","","直線","17.5","SUN YOU AC 565","","https://mcp.fda.gov.tw/insert/shapeImg/4db87c6e-e838-48f2-9c35-52897a89253f?c=o"
"衛署藥製字第040699號","“杏輝”杏銀膜衣錠９．６毫克（銀杏葉類黃酮配醣體）","GINKGOCENTRATE F.C. TABLET 9.6MG ""SINPHAR"" (Ginkgoflavonglycosides)","圓形","","棕","","無","10","","","https://mcp.fda.gov.tw/insert/shapeImg/a1b9d198-0884-46c3-866c-42d2e62cf0ac_img_1?c=o"
"衛署藥製字第040716號","""強生"" 貝可芬錠５毫克（巴克樂芬）","BACLOFEN TABLETS 5MG ""JOHNSON""","圓形","","白","","無","6.4","","","https://mcp.fda.gov.tw/insert/shapeImg/339b1247-b931-49b8-95fb-509dedffe130?c=o"
"衛署藥製字第040777號","""美西""喉樂健口含錠","HORIGEN TROCHES ""M.S.""","其他","","綠","","無","19","MEYSEE MEYSEE","","https://mcp.fda.gov.tw/insert/shapeImg/2d8dd2cc-d715-4b0c-ae77-f12e1e4f6e8b?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/d1b76623-dc6a-4d67-985a-49cab99dbb52_img_1?c=o"
"衛署藥製字第040781號","""瑞士""固糖平膜衣錠５００毫克（二甲二脈）","GLUCOFIT F.C.TABLETS 500MG (METFORMIN) ""SWISS""","圓形","","白","","無","12","GUF","","https://mcp.fda.gov.tw/insert/shapeImg/0ad71b64-666b-40ee-84c9-ec91285dcd6a?c=o"
"衛署藥製字第040794號","""井田""可嗽平錠","COSOPIN TABLETS ""CHINTENG""","圓形","","粉","","直線","11","CTP R34","","https://mcp.fda.gov.tw/insert/shapeImg/7fbadf21-1ce1-4004-bcb7-af488d782498?c=o"
"衛署藥製字第040810號","""美時""美善膠囊250毫克(硫酸固可沙明)","MARTRIL CAPSULES 250MG (GLUCOSAMINE SULFATE) ""M.S.""","膠囊","","紅;;;黃","","無","18","","","https://mcp.fda.gov.tw/insert/shapeImg/88578cbb-9b22-4869-86df-1a1576fbf1d8?c=o"
